KEY,reviewid,title,content
2156,R1MXJ0XP1E2Q8P,"Does NOT Support Schedule C (Self Employment Income)","Do not buy Deluxe if you have any self employment income, they force you to upgrade to Home&Business edition for an additional $40. I've used TurboTax since the 90's and have finally had it. I've submitted a refund request to ereturns@intuit.com based on their 60 day satisfaction guarantee, but have not heard back. I bought H&R Block Deluxe (http://amzn.com/B00P6U8B96) for $35 which is cheaper than the $40 Inuit wants from me to upgrade. It doesn't include state, but since I live in Washington state that doesn't matter to me. It easily imported my TurboTax 2013 file and it allowed me to enter my self employment income. I haven't completed the entire interview yet, but so far it seems like I'll be happy with my decision."
2157,R2A88D2B6IC0PG,"Goodbye Turbo Tax, Hello H & R Block. ...","Goodbye Turbo Tax, Hello H & R Block. I have used TT for many years and now that Intuit wants to gouge us to e-file Schedule D I will be moving on. Intuit almost lost me as a customer when I was required to upgrade my copy of Quicken because it was 3 years old and as such, my existing software would no longer update bank, credit cards, brokerages, etc. Now that Intuit has shown that all they care about is generating more revenue at our expense, I will be looking for a Quicken replacement also. So long Intuit."
2158,R1SMKSGEBCYBHF,"One Star","Thanks to all for the heads up about Intuit's bait and switch with the versions of TurboTax."
2159,R35A18DXJKCHF4,"Greed and Stupidity = Lost Customers","Add me to the list of unhappy longtime customers. Goodbye Intuit.... there is a point of no return and you have taken your customers there."
2160,RD6TRYMP0BDVT,"Absolutely not, did not accept Schedule D though appeared ...","Absolutely not, did not accept Schedule D though appeared to. Requested upgrade but only with proof of purchase from original transaction 8 weeks ago. Gave up , wrote it off and went to private preparer. I had been using for Turbotax for 5 years with no previous problem. Totally dis-satisfied!!!"
2161,R350GQU2BPNQAU,"MAC Users: There's a Leopard Lurking In The Background!","I have no qualms with the ease and accuracy of this tax program. I have used it the past nine years. HOWEVER, I do have issues with having to update my MAC Mini OS for no other reason than to utilize your software. There were no CAUTION stickers on your 2014 TT box that informed me of this new requisite! (In retrospect TT sales would have suffered if providing a disclaimer for all MAC users.) Being a casual computer user I did not foresee the inordinate length of time nor the hurdles encountered in performing my usual tax return WHICH until 2014 had been hassle-free and a piece of cake. I am truly interested and would appreciate a response from TT as to why I had to incorporate this OS update. My tax preparations are complete and have received my first Refund (Thank You), but remaining in the wake of this possibly, unneeded upgrade are some computer performance issues that seem to be related to this OS upgrade. At this time I am pissed off at the NEW slowness of this once rapid-fire system; I have read of similar complaints regarding MAC OS 10.xx online installations. Fortunately, there are other tax programs of like capabilities."
2162,R1MV2OIRUF93HH,"Rip Off","I need Schedule E for Royalty income but no expenses. I can't even enter the amount on the first page of 1040. What a stinking sneaky deal."
2163,RX3X31E94I0VH,"One Star","Having major problems downloading the program"
2164,R2R3ACLCXFH8AU,"Turbo Tax Too Expensivr","This years turbo tax was disappointing. I paid an extra 39.99 to file my state info. I was told that it included efiling. After entering state info, I was charged 24.99 to efile. I will not be using this program next year."
2165,RZ9NFLW15DMFS,"It's a scam","I purchased this at Costco, should not have purchased it at all. Turbo tax was fine once upon a time, but now it's just a scam to take as much money as possible while providing the least value. I could have prepared my taxes myself in the amount of time it took to go through Turbo tax. The true cost of the software is not obvious at first because even the 'delux' version doesn't support basic tax circumstances ... the software WILL force you to throw it away or upgrade to premium, and then you'll get charged again for your state e-file. The name of the game is bait and switch - offer you one purchase price, but take more money as you enter more data into the software. By the time you get to the end, you've already spent hours entering your information and you're ready to quit, so you're that much more likely to pay the extra fees to upgrade or e-file, since this software is pretty much useless without those features. It's a scam and as a former long-time turbotax user I'm pretty pissed. Even if they improve their software and stop gouging people and lying about the features you get for the original purchase price, I will never again be their customer."
2166,R1F1XTNTOQJ9C1,"Turbotax greed","Thanks for nothing Turbotax, I have used your product for over 20 years, but no more. You just lost another customer in your greed."
2167,RV9CTUBASW2AR,"Schedule E user","Sad to hear about schedule E now being forced to go to Premier or just as bad mail in the forms, that is a sad joke. I have been using you since the 90's. I truly dislike HR Block, but I'm going elsewhere and if that is all that's left, oh well."
2168,R1M1XO4NJ4670,"Thank you reviewers for the heads-up on the current TT ...","Thank you reviewers for the heads-up on the current TT Deluxe product! I was FURIOUS about 2 years ago when I attempted to sign in to TT online to do my taxes as I had been doing for years, and they 'enhanced' their security by REQUIRING CUSTOMERS' SOCIAL SECURITY NUMBER to complete the sign in process! I thought it was OUTRAGEOUS, INTRUSIVE, AND ENTIRELY OUT OF LINE to require such personal information in order to log in (and I communicated this with TT)! I was unable to access my previous years' taxes because I ABSOLUTELY REFUSE TO PROVIDE MY SS# as part of their sign in process. At that point I considered dumping TT, but instead I began buying the CD programs. Now that I've learned about TT's price gouging, how much cheaper H&R Block is, and the simple process of transferring TT data to the H&R program ...I'm jumping ship. Time for change!"
2169,R37C9BIKMUP1IR,"Not Willing to Pay More!","Adios Turbo Tax, it was good while it lasted. I'm not willing to pay more because you took out schedules from the Deluxe edition."
2170,R28TMF2Q3R4204,"This is absolute BS. They claim the software will ...","This is absolute BS. They claim the software will upgrade to Premiere automatically, free of charge for those that need it, but it doesn't. I need to file a 1099 but it won't let me unless I spend an additional $30 to upgrade to their Premiere edition. This is even after Intuit claims its being offered for free. Such bs."
2171,R364IRVS5P88OI,"Paid your extortion fee for the last time.","I've been using TurboTax for as long as I can remember and have been a loyal customer even when there were less expensive alternatives... but no more. Last year I paid the usual for the Deluxe version since it has always done what was needed. Lo and behold I get to my investments and find out that I have to spend more to get the upgrade to Premier in order to do my taxes. Frankly, I feel like this was extortion, sure it's still cheaper than having someone prepare my taxes but I don't feel the price is justified. It's not like you're reinventing the wheel. I'm done as a loyal customer. I've already bought HR Block's tax software... it does what I need for half the price."
2172,RGMLVP5PPM3UM,"Never Buy","Deceptive marketing, will NEVER buy again. Once again, a company takes a psoture of Screw our cutomer's - MAKE them pay MORE"
2173,RZ14B1UBJQONP,"One Star","I hate being gouged. This is an example of not under-estimate the customers."
2174,R1QIW4E5EV0X6K,"Intuit spent $2,830,000 on lobbying in 2014, now I need to pay for an upgrade to feed the beast. Never again.","I'm done with Intuit. I already hated being gauged with mandatory upgrades of their QuickBooks software every three years. Now they've switched around the types of refunds I can file with TurboTax. Year after year since 2007 I've used TurboTax. Always the Deluxe version. This year, I need up upgrade to Premiere. I don't care about the discount, or about the ""we so solly"" spiel. That's this year. Next year it'll be ""we told you so"" and done. Forms I imported into TurboTax are now essentially taken for ransom until I pay up for the upgrade. Intuit has built up a solid customer base that they think they can squeeze. It's no wonder they spend millions lobbying politicians to keep tax filing complicated. Luckily there's choice, and I'll be exercising it on my 2015 return."
2175,R3HKXEOMMZPZS9,"No schedule D","No schedule D.....Good bye turbo tax. Update....I called Turbo Tax and they provided a free upgrade to Premier...but warned me that next year I would need to purchase Premier. Thank you Turbo Tax, but in the future you should make it very clear on the cover of you product that it was changed, not in the small print. I have been using Turbo Tax for almost 20 years, but the H&R Block pricing has always caught my eye. I think next year is time for a change...especially since HRB will transfer your old data."
2176,R2PLWBPB12EAIL,"not great however. Intuit has lost my business forever","I have used turbo tax for several years. I use schedule d as well as k1's from my mlp investments. This is a sneaky, cowardly way to increase prices. I have always used the deluxe version and it was okay, not great however. Intuit has lost my business forever. I will be switching to tax act this year. Turbotax did not handle my k1's very well last year anyway, so why would i pay extra to buy the premier version this year. If these jerks wanted a price increase thy should man up and just increase the price of the deluxe version. I have usd tax act before and it is much cheaper and handles k1's much better than turbo-ripoff. I would give these jerko's zero stars if i could."
2177,R3UDQDGOIZUAZE,"Just Not IN-TO-IT","Glad I read reviews about watered-down version of this product I've used exclusively for over 15 years before wasting my money. With all the bad PR about the switcheroo, it is time to sell shares of Intuit and buy some H&R Block...and change tax software while I'm at it so I can file the Schedule D. Buh-bye Turbo Tax, I'm sorry we had to end this way...but it was YOU!"
2178,R3SC55259HRWRJ,"One Star","Long time turbotax user and dropping capital gains from deluxe is a deal breaker ... switching to H&R Block"
2179,RWGEE3EHB9PE2,"even with an excellent internet connection","I've used Turbo Tax for perhaps 10 years Never a problem. However, with the Amazon version there is a software failure. The version requires a software update to finalize and file electronically. However, every time you attempt to do the update, even with an excellent internet connection, the update process locks and never completes. Did all the work of doing the taxes but have spent several days simply trying to finalize the process and file but the program won't update or finalize."
2180,R2NTTLK2EWWTAQ,"After using TurboTax for many years I was reluctant to ...","After using TurboTax for many years I was reluctant to switch to a new software but was concerned after reading dissatisfied customers. After seeing TurboTax was offering a free upgrade from Deluxe if needed I thought I would give it one more try. Big mistake!! The free upgrade will not download, you get a message to call Intuit and a space to enter your upgrade confirmation number. I am on my second attempt to contact customer support. First attempt ended with my phone going dead after being on hold for 68 minutes. I am 57 minutes into my second attempt regretting my purchases. I will be using my hold time to research an alternative tax software."
2181,R169Q44WNCLYPS,"Got screwed by them last year with the online version ...","Got screwed by them last year with the online version. Now they are out to soak the rest of their customers. I will switch to Block and will never use Turbotax again."
2182,R2KKN9L7ZIGO6M,"After 20+ years this looks like a good time to move on and explore what ...","After 20+ years this looks like a good time to move on and explore what the competition has to offer."
2183,R1R1JJ4A6RB3D2,"TurboTax is misleading. If you own a Mac, do not purchase it!","I purchased this program to do my taxes as it was supposed to work with a Mac Computer. IT DID NOT! I was forced to purchase a PC just to be able to use this program to do my taxes. I tired to contact TurboTax and never received an answer as to why it did not work with my Mac computer. It did work with the used PC I purchased in order to do my taxes but only give the program two stars due to the fact that it did not work as advertised by not working on a Mac computer and also because writing to Turbo Tax did not good as no one replied to my request for assistance as to the program not working with a Mac when the label on the packaging stated it did."
2184,R2W8ATY49A2PX0,"A terrible experience in 2015","We had used Turbo Tax several times in the past and were very satisfied. This year was an absolute nightmare. Although Turbo Tax confirmed that our return was sent to and received by the Federal Government, it was not. I also submitted our NYS Income tax at the same time and got a cryptic pop up telling me that ""I must file it at the same time as my federal"" (which I was doing). It also said that I could file the State Tax separately but it would not allow me to do so and kept popping up the same message. A call to the Turbo Tax help line resulted in a 45 minute wait only to have the agent say ""Oh yes...New York State..a lot of problems with that one."" She then put me on hold for another 15 minutes. When she returned, I heard her say ""I can't deal with this"" and I was disconnected. Being April 15th, I was forced to file for an extension and then manually submitted my Federal and State Forms I am totally dissatisfied with Turbo Tax and especially with their no-help line which is an absolute joke. It was a total waste of money and time for us."
2185,R1YODD03G5WVQU,"Bad move Intuit!","Add one more long time TT user that will be moving to H&R Block software after seeing the shady actions by Intuit. I've used TT for at least 15 years and need a reliable tax software that I can use with rental property. I don't care what kind of ""special"" offers they offer this year to appease the outrage of all of their customers by cutting a large portion of functionality out of the deluxe version while still charging the same price. What about next year? Might as well start with a new company while my info will still import from TT properly this year. Typical short range outlook by another large corporation."
2186,R1ADGNLXOYT39X,"Turbo Tax, We'll Miss You!","Thanks for the information and your assessment of Turbo Tax 2014. I would have to agree that what I glean from your early impression of this product, as well as the comments by so many others with similar opinions, that Intuit has made a VERY POOR CHOICE in the direction they’ve taken for Turbo Tax this year. Having worked in the corporate world for many years, I would imagine that this unfortunate path that Intuit has taken with TurboTax is most likely due to the disastrous input of some newly “acquired” corporate executive who was totally focused on increasing immediate profit, instead of retaining patron loyalty. (Ironically, he/she probably got a VERY Big Bonus for gravely damaging this product!) Sadly, the new corporate model of the 21st Century is based entirely upon short-term gain (get in, get it, get out). Meanwhile, attending to customer needs to retain customer loyalty is becoming an “Old School” silly Grandpa notion. Now, though a LONG time Turbo Tax customer, I am taking a hard look at other products. Thanks again for taking the time to share your experiences."
2187,R223WPBWOJUOH1,"Tech Support? NOT! Minus the 1 star I was forced to give","Bad enough that they stripped the pgm down without telling us BUT now I find a blatant error that according to software rules can NOT exist. And when I try to report this to the TURBO Tax people surprise surprise there is no link for ANY technical support. You should ALWAYS be leery of software that does not have Contact info for tech support. What it comes down to is that when I was asked the following question: ""Did (child) Receive a Scholarship or Grant in 2014?"" BOTH radio buttons are one and I can NOT change them. We all know that the answer can NOT be both YES and NO. See Attached screen print AND no it wasn't photoshopped"
2188,R2YNZRCDEMZDYX,"Loyal Customers Betrayed by Intuit","I have been using Turbo Tax deluxe since 2004. I have always had dividends and capital gains to report. I purchased Deluxe this year (for 2014 tax year). When I got to the Capital Gains part of the walk through, I was informed on screen that ""Deluxe no longer supports investment income"". I would need to upgrade to Premiere at a cost of $30. Further they state that I will get $25 back after I complete and submit my Federal Return. They make this offer to help Deluxe customers transition to Premiere for this year. I wonder if they can be trusted to actually return the $25, or will they refuse based on some technicality. So there you have it! An unbelievable fraud perpetrated on their own loyal customers. I would not complain if there was a BIG label on the box in RED stating that Deluxe no longer supports investment income. No. I like many others I learned this after I started the return. Unbelievable! This WILL be the last year that I ever use Turbo Tax."
2189,R1L0TR5054YKZD,"One Star","Just about everything that needed to said has been. I read the reviews here before purchasing."
2190,R3U88GX5BIJVC5,"Intuit is no longer a company trustworthy for a long term relationship if they continue the thought of a temporary touchup.","An update for what I tried. (1) The H&R Block software is not a bad choice in computing taxes. However, the download option (from financial intitutions) is much limited. If you have many transactions in trading, TurboTax is still a better choice. (2) Intuit's pricing is a mess. As an example, there are two TTD on Amazon. One is ""Fed+State+Fed Efile"" for $49.97. Another one is ""Fed+Fed Efile"" for $39.99. Yet, as tested with my colleagues, both copies come only with free printed State Filing (both can download on state filing). This make us who paid $49.97 like fool. With this, my rating is not changed. Intuit is no longer a company trustworthy for a long term relationship, regardless what they do now as a temporary touch-up. The typical trend in the software industry is to provide more functions for the same ore less cost. It appears Intuit is going against this trend. This is truly a bad business decision, regardless whether Intuit admits it or not. With a rate so low on Amazon.com, I am surprised to see that the VP of Intuit still expects to garner NEW customers (by providing only free upgrades to returning ones). This tells us something about the wisdom of Intuit's management, and their attitude toward customers. I purchased a CD as I used to do for many years before I found this discussion. Guess I am qualified to call for a free upgrade. Yet, I'd rather try a free H&R Block offer (please search for SwitchToBlock@hrblock.com) and decided to return the TurboTax CD."
2191,R2UOYCHFXAPCO8,"I hate greedy companies.","Since hearing the news, I too agree with everyone. Was planning to get TurboTax as with every other year for the past 10+ years; now with all good things it must come to an end. Time for a change, and as everyone suggested, H&R Block maybe a good alternative. I too hate price gouging, and at this point even if H&R Block cost more than TurboTax, I will no longer use them till they go back to the way they are."
2192,R1ID8N1EH7BLOL,"TurboTax has lost this life long customer...","I have been using TurboTax for as long as there has been TurboTax. What they are doing with pricing and leaving out functionality is inexcusable. I have decided to use HR Block software instead. What a shame TurboTax, you have lost your way. You once were a great company and with good pricing and functionality. You can right this wrong buy allowing us to update to get the forms and interviews needed at no additional costs."
2193,R1N4399A60BE3L,"A nightmare of problems","I was dismayed by the problems I had using the Deluxe version this year!! I had to upgrade online when I started to use it and then even had to pay $30 additionally; $25 was refunded after so many of us complained of a 'bait-and-switch' scheme this year. When I resumed using it, I had entry problems, so bad that I had to contact Intuit directly for help. A rep there ended up GIVING me the Premier version which was difficult to download; repeatedly tried to get it installed and finally was successful. When I went to use the state forms, they were locked up even though I was supposed to have free access to one state for filing. Had to contact Intuit AGAIN for help and it was eventually resolved; then had to pay $19.99 to file electronically the state copy. I seriously doubt that I will ever use TurboTax again after many years of usage. They seem to have lost their way!!"
2194,R3RM6C2C2LNOLG,"One Star","does not cover my needs. I returned it to intuit for a refund. Still waiting for the check"
2195,R8ZL2KEO3LF42,"Unethical TurboTax","Based on TurboTax unethical marketing trick(s); I have changed to the H&R Block software."
2196,R3M3SBWDUM1SSU,"Let the buyer beware","This edition of TurboTax would not download. Since it is not returnable and not refundable, I can't really say it even deserves one star. It's presumably a scam of some sort and it grieves me to say so for I have been an Amazon fan from the beginning. But, let the buyer beware."
2197,R1V2GWGRAIAI48,"I thought that I did not have any stock transactions ...","I thought that I did not have any stock transactions but in reviewing my 1099s I realized I did. I had purchased the Deluxe version and the product description says that I can upgrade for free after Feb 7th. Not only can I not upgrade for free (it displays a $30 upgrade fee) I can't even get it to upgrade - it just keeps telling me that everything has been restored."
2198,RUZ8WZQQ41EEX,"got better each year and was clearly the leader because they ...","I have been using Turbo Tax Deluxe every year since it first came out as a DOS program. In the beginning it was cheap, got better each year and was clearly the leader because they listened to their users and subsequently kept improving the product. Somewhere along the line their hat size became very large and they decided the Users were there to be used. So they set up a business model which dumps the user in favor of pure Intuit Turbo Tax GREED. The product is nearly useless unless you go to a more expensive version and then that product still doesn't get your taxes done in many cases. I'm shopping for something new and I will post it here when I find a good replacement. Sucks."
2199,R134R4O6MF7ODU,"Running back wont work next year.","I would have given 5 stars after TurboTax undid all there product changes, but I'm just too bothered by the 3 things they did this year: 1. change the software without good notice, documentation and/or a way to check last years return to see which version you now needed. 2. undoing the changes to the software in early February because of the backlash. 3. price being so much higher than there competitors. I've been using TurboTax for over 10 years and loved it for all those years, but depending on what they do next year this may be the last time I use TurboTax. I hope they consider matching there competitors product offers and match prices next year or I'll go learn how the competitors software works. I know for one thing I'm going to be watching for them to pull something next year."
2200,R21E0T7S8C7C24,"Normal user steered away by all the negitive reviews","Well I am glad I read the reviews. I don't even need any of the schedules but that's alot of money when someone offers another option for half the price. Maybe TurboTax will figure it out next year."
2201,R11RVQ41ZUYK8W,"Have used TurboTax since 1989; switching to H&R Block software this year","I refuse to pay $30 more this year than last year just to get Schedule D. UPDATE: WOW. I see that VP Bob Meighan left his pathetic ""We understand that change can be challenging..."" spiel on the reviews before and after mine, but apparently thought that my 24 years of using TurboTax didn't warrant an invitation to call, grovel and beg for the premier version. Well, Bob, if I had any remaining doubts about the weak-brained decision makers at Intuit, you have provided crystal clarity. My next stop, to buy and download H&R Block's tax software, since I'll gladly pay for decently priced, full-featured software. Too bad you decided to ruin TurboTax Deluxe."
2202,R18XDSQUHC8WK0,"TurboTax sucks now - stay away","I have used TurboTax for 10+ years and it has now, sadly, gone to hell. This year the basic software from my pre-ordered CD would not install properly or give me the ""free"" upgrade for what I had originally ordered and paid for. The online so-called ""help"" did not address the issue and I waited for an hour to get a call back from customer support. The first call was able to fix that problem (why did it take a call?), but then I encountered another problem trying to download my State return. I waited 2 hours for a call back from the so-called customer service, then was put on hold for another 25 minutes( so far) with no response. This once great company has apparently hired monkeys and retards to do their programming. Adios, TurboTax - never again."
2203,R2ROMPO1UXOY8C,"Don't buy if you have stock sales...","Arrrrgh! I've been using TurboTax since the middle 90s, so let me add my scream of disappointment to all the others. I bought the deluxe version on Amazon without even glancing at the new upper tier versions...not being a stock churner, I'd had little trouble preparing my taxes with the deluxe version. To find that even one stock sale would prevent me from using e-file is more than just disappointing, it's a deal breaker. Intuit has made some fairly egregious customer service gaffes in the past, but this one takes the cake. I'm going to hold my nose and switch to H&R Block software. I'm sorry that since I've already opened the package and installed the TurboTax software I can't get my money back from Amazon. Shame on you Intuit. Update: I've mellowed a bit; I tried to talk to Customer Service about a free upgrade to Premier, but was disconnected after about 10 minutes waiting in queue. I'll give it one more try tomorrow before jumping to another software company. It would be so much simpler if Intuit just pushed an upgrade to users when they clicked ""update"". That way no one has to be on the telephone forever...neither users nor customer service reps."
2204,R2PSQ3RRD8JQA4,"Wait time was almost 2 hours and waste of time","I have been using Turbo Tax more than 10 years, I don't know causes but I had hard times e-filing State's return for 2014 and had to call TurboTax to purchase by phone. Wait time was almost 2 hours and waste of time. I have to consider alternate software for 2015."
2205,R2RK4N4TWX1ZKI,"One Star","As like all the others, I'm done with TT. I switched over to H&R Block. Dumb move TT."
2206,R3QLRN665O0EDM,"One Star","False advertising. Does not work if you have a K-1"
2207,R287T4TN5IP9UM,Jerks,"Never Ever Again!"
2208,R3MAM855MBP9XJ,"No Schedule C! Tens of Millions of Taxpayers like me need it!","No Schedule C! George Orwell's 1984 has arrived!"
2209,R3M1JZXDMZXAZC,"TurboTaxed, TurboAxed, and TurboGouged","I have a recent computer with Windows 7. Turbotax is horrible. I got an error when I ran the updater. I was able to use the program, but it appears I do not have the updated forms, so the return is useless. In addition, I got a similar error and could not even download State. Program is even more useless. Also, they downgraded what comes with Deluxe so I would have to upgrade to get what Deluxe has had for the last couple years. Intuit has become a gouging software company. Quicken is another good example, where features are disabled if you do not upgrade."
2210,R2CO2LUPGUVM14,"This works, but...","I have used Turbo Tax for years so I'm comfortable with it. I understand some people are unhappy because they keep jacking the price and taking features away. Losing the added feature didn't affect me though. I think I will try something new and cheaper this coming tax season. Intuit should be adding value, not taking it away."
2211,RK6SYFZ8Q7LSE,"Bait and Switch","Don't even waste your time. I've been using Deluxe for years now and it has handled my taxes fine until this year. When I had to add some info for a 1099-B, it said I had to upgrade to the Premier version to finish my taxes. WHAT A CROCK OF %$#@. Talk about a bait and switch. So I reluctantly paid the $30 upgrade fee so I can finish. Supposedly there was an offer for a free upgrade, but I never got one. There is a $25 dollar rebate for my trouble but I'm still out $5. Needless to say, Intuit has lost me as a customer. Get some other program, instead of TurboTax."
2212,R2S8WK77PADJCK,"TurboTax is not worth the premium and their arrogance cost them my business this year","In protest of their arrogance and after using TurboTax consistently since 2009, and intermittently for several years before that, I just purchased another tax preparation software (by H&R Block) for much less than this. It is a tax software package I have used in the past and I have also ran comparisons to see if one or the other resulted in a better refund. They were both the same - within pennies of each other. So while TurboTax may have a slicker user interface it does not, in my opinion, provide any advantage in terms of maximized refund over their primary competition. If you are competent enough to know what you are doing and can live without the glitzy interface, then save yourself a few dollars and look elsewhere."
2213,RCNRE9XVQBA4P,"BUYER BEWARE - SOFTWARE GLITCH - TURBO TAX does not back their 100% Accuracy Guarantee","Buyer Beware... Turbo Tax does not back up their 100% Accuracy Guarantee. I have been using Turbo Tax for years and was contemplating changing this year to another software because of all the controversy. I wish I had. I processed and filed my return and then found out that the Deluxe Turbo Tax software had a bug in it when it processed the HSA data for year 2015. I received a SIGNIFICANTLY lower refund ($1,790) than I would have had it processed the data correctly. I called customer service , spent over 2 hours waiting on hold, was switch to two people. The ""customer service"" representative indicated this was a known software issue but since I had filed my return Turbo Tax would file an amended return on my behalf once the software glitch was fixed (which was about an 8 day wait from the time I called). The ""customer service"" representative said he would call me once the software was fixed and let me know how they would file an amended return. INSTEAD of receiving any call, they closed my open call case with the only designation that new software updates were available. I HAVE already filed my return , was given the 100% accuracy guarantee, however, Turbo Tax did not follow through. I would highly recommend you not purchase this software , they do not adhere to the 100% accuracy guarantee. I am extremely disappointed that my loyalty to this product was met with such disdain for my request they back up their 100% accuracy guarantee and the guarantee from their customer service representative that Turbo Tax would file an amended return on my behalf due to THEIR software error. I finally got in touch with a supervisor after hours on the phone. Resolution of the issue poorly handled."
2214,R22VGARTI0KRZL,"After all the calculations were made and I was pleased with the refund I was to receive and ready ...","If I could give TurboTax (TT) 0 Stars, I would!! They have become a group of shysters... I had been using TT for years and TT never pulled a surprise with their product until this year. After all the calculations were made and I was pleased with the refund I was to receive and ready to file, TT levied an additional charge of $39.95 to file online. This charge was never mentioned in their product upfront. I had the choice of not paying and try to mail in my tax return or paying to file online. If I had known about this charge ahead of purchasing TT, I would have gone to a tax accountant which would have charged me $100.00, because that about is what I wound up paying TT. I am never going back to TT again. They have lost me as a loyal user, so, beware of TT."
2215,R24G8GR8N8RCPY,"We've endured the annual price increases (but remained loyal). ...","We've endured the annual price increases (but remained loyal). Now a scale back in service (no longer offering schedule C and D) forcing customers to the even higher priced premiere version. I thought I would never have to do this but, after 18+ years of using TT, I'm moving over to Taxcut."
2216,R3UR934N6OTTQH,"Dissatisfied customer","I bought my Turbo Tax package at Staples and thought that 1 state return was included. When I tried to file, I had to agree to pay extra for the state return. I thought the price was something like $29 but I was charged $54.98. I think this was a bait and switch deal. In the past I have always been able to print my return, look it over for errors on hard copy, and then mail it in. This time, the program would not let me print until I had filed the return electronically. I have used this program for at least 5 or more years and this was the worst experience I have had. I will probably use another program next year as I have heard of problems from other users this year. I was not satisfied."
2217,RJS054RSWWZ7P,"Needs competition","Same old thing. Fed efile free but not state. Program did not pick up on Ohio deduction for small business, which is a huge oversight. So bad that even the State Tax office sent me a card suggesting I amend my return. I hate how you have to do these stupid worksheets instead of just putting in the relevant number. How can one program be overkill and insufficient at the same time?"
2218,ROAJEHRFZDGOR,"Incomplete 1040 filing!","Don't purchase this product unless you want to pay additional fees. I have been a TTax customer for both business and personal for 15 yrs. All previous years I purchased the Deluxe version and had all 1040 forms needed to file my return. This year, I had to upgrade to the premium version (~$40 with tax) to get 1040 Form C to calculate in my K1 from my partnership. I saw in other reviews that others got the upgrade for free. Unless intuit changes their product marketing model, I consider this an incomplete product and will purchase either the TaxAct or H&R Block products next year."
2219,RYOSQI4EOUZUQ,"Charging more for less","I've used Turbo Tax Deluxe for many years, but this will be the last time unless its policy changes. I was OK with spending $50 for the ""deluxe"" package, but discovered mid-return that I needed to spend another $40 plus tax to do the same forms I've been doing for years. Intuit's greed will cost it a long-term customer. Update: Intuit has offered me a $25 rebate, but only if I e-file through it and email my SSN to it. That ain't gonna happen, since I don't e-file partly to avoid giving Intuit my SSN in the first place. Even if I provide that information, it's still planning to keep $15 of the $40 it gouged. No more Intuit products for me."
2220,R24OFW01KFKTGK,"Almost bought it but glad I didn't","Logged into Amazon to buy TT Deluxe. Read that Schedule D is no longer fully supported. This is the main reason I've bought the product for the last 15+ years. Interesting responses from Intuit to the poor reviews - I don't think that will save the business for them. Guess I'll head to H&R. Update: It seems that all is not rosy at H&R either. There's a bug in their software that imports your 2013 return from TurboTax when using Windows XP. I called their customer service and apparently there's no current fix for this and they advised me to type in the data manually. This is where my second issue with TurboTax arose. When I accessed my return using last year's TurboTax, I got a message to say that I needed to update to TurboTax Premier 2013 to access some of the forms. This retro-active crippling of software already bought a year ago is very interesting and another indication of Intuits creative talents. Fortunately I had a paper copy of last year's return so I didn't need to upgrade this old software."
2221,R2HKMYPG8T0GBR,"Intuit Extortion","Intuit extortion. They continue to take away features and force you to upgrade to the more expensive product. Aloha Turbotax!"
2222,R3RCJ7APTPQKSZ,"This is very deceitful.","Intuit must be working for the Government now. The are not straight up about their products any more. I think it may be called Up Selling. I have been using Turbo-tax Deluxe for YEARS. Now after You purchase Turbo-tax Deluxe as you have for 20 years you will now have to upgrade to Premier to get the same product as you did previous. This is very deceitful."
2223,R1NBR64E98JQTL,"It's like a bad breakup with a bitter after taste","It's like a bad breakup with a bitter after taste. So many years of using TT and now I have to go use/learn a new software."
2224,R1KBCMYCC6A6P0,"State tax forms not available / loading correctly","State tax forms still not loading! Called 1 week ago and was told they were working on a fix, but not loading yet (Feb 2)."
2225,R2N04X33REIREG,"I also have been using TT for many years. ...","I also have been using TT for many years. Increased prices with reduced features? I think I'll give HRB a try this year."
2226,RDIWW9KLZEU13,"Warning - cost to upgrade to Premier $30 despite all the hoopla","Unbelievable that the free upgrade to Premier is not available to purchasers who extended back in April but did not upgrade then. Nowhere did I see a deadline to upgrade. No email from them, no notification when I prepared the extension. Apparently next year they are going to include the extra schedules in Deluxe? Why wouldn't they just make sure to keep all longtime customers happy. I will be doing my return by hand this year and for certain will never give Intuit another dime. Have been using TurboTax for years and years. Disgusted - where is the appreciation for long term customers?"
2227,R1TMKJQ2APZ1J5,"Turbo Tax 2014 worst program then over 25year!!!","I have been using Turbo Tax for over 25 years. (used Turbo Tax when Parsons before Intuit owed it) Turbo Tax 2014 is the worst!!! I use Turbo Tax to file taxes for family and friends. Turbo Tax Deluxe 2014 has omitted some crucial forms from their program, trying to force you to purchase their more expensive versions. When I print out the taxes to file, it omits the form whith the address of where to file. One thing over the years that I never understood is when I print out a return, it always print out extra supporting form that you don't need. (Paper reduction act)."
2228,R3J2CRTR09N8U1,"Two blunders and out in my book. Without schedule ...","Two blunders and out in my book. Without schedule D I am going back to H&R Block. Years ago Turbo Tax made a mistake irritating customers. Now they are at it again. They also missed the price poit as others said. Bye-bye"
